Ensemble_ID	NOM_1	NOM_2	OSF_1	OSF_2	OSCC_1	OSCC_2
ENSG00000244738	0	2	0	8	39	18
ENSG00000239739	0	1	0	3	7	12
ENSG00000222411	0	2	0	0	0	0
ENSG00000163584	683	1076	1107	884	698	543
ENSG00000163577	118	261	211	1877	594	385
ENSG00000240704	0	0	0	0	11	6
ENSG00000199488	0	0	0	0	7	2
ENSG00000163581	4	4	0	3	32	19
ENSG00000154310	299	1385	1327	298	245	113
ENSG00000207963	0	4	0	0	0	0
ENSG00000222506	0	1	0	1	4	2
ENSG00000240497	0	2	2	0	4	0
ENSG00000207114	0	0	0	0	2	0
ENSG00000234594	0	0	0	0	0	0
ENSG00000075651	7652	4345	3734	3976	4013	2467
ENSG00000238359	7	10	15	5	3	2
ENSG00000183657	430	185	232	337	180	60
ENSG00000186329	0	0	2	2	19	5
ENSG00000234717	0	0	0	4	2	0
ENSG00000235943	0	0	0	0	2	5
ENSG00000075420	1791	4472	3300	15514	7599	3530
ENSG00000237483	0	14	8	32	10	10
ENSG00000243398	2	12	24	86	37	4
ENSG00000267979	0	14	6	52	21	8
ENSG00000203443	2	11	6	45	29	9
ENSG00000236686	3	6	1	6	26	8
ENSG00000121853	0	2	0	8	32	11
ENSG00000121858	3568	1558	3872	15193	7094	7520
ENSG00000224611	14	2	8	64	13	32
ENSG00000223387	14	0	8	29	42	31
ENSG00000224426	0	0	0	2	6	0
ENSG00000144959	337	756	635	4131	1024	422
ENSG00000269496	2	0	2	6	7	0
ENSG00000264711	0	0	0	2	1	0
ENSG00000231384	2	15	9	35	6	1
ENSG00000252082	2	0	0	3	4	0
ENSG00000114346	806	764	947	7659	3586	2147
ENSG00000200355	0	2	1	15	4	2
ENSG00000201458	1	0	0	15	1	3
ENSG00000227440	14	2	6	16	21	5
ENSG00000237501	0	0	0	2	8	2
ENSG00000144962	0	0	0	6	20	4
ENSG00000239141	0	0	0	0	3	0
ENSG00000237473	0	0	0	0	11	2
ENSG00000169760	145	295	61	13	95	96
ENSG00000237645	0	0	0	0	6	0
ENSG00000228213	6	9	2	0	8	12
ENSG00000252982	0	0	2	0	10	0
ENSG00000232601	0	0	0	1	0	4
ENSG00000213169	0	0	0	4	5	2
ENSG00000177694	311	505	228	37	139	154
ENSG00000253020	1	3	1	0	4	5
ENSG00000230497	0	0	0	0	9	6
ENSG00000230292	2	1	2	0	3	1
ENSG00000226779	4	0	3	1	31	106
ENSG00000264974	0	0	0	0	4	2
ENSG00000199792	0	2	0	0	3	1
ENSG00000201648	0	0	0	0	4	0
ENSG00000236241	10	7	0	4	14	5
ENSG00000214192	105	74	59	102	118	61
ENSG00000271842	0	0	0	0	0	0
ENSG00000201452	0	0	0	0	2	0
ENSG00000225552	2	2	0	0	16	3
ENSG00000273193	7	30	14	0	8	0
ENSG00000260217	0	2	0	0	14	2
ENSG00000230362	0	2	6	10	10	2
ENSG00000236357	0	0	0	0	19	2
ENSG00000271413	0	0	0	0	0	2
ENSG00000238026	0	0	0	0	9	6
ENSG00000223715	10	0	0	4	9	4
ENSG00000232461	29	0	0	6	15	14
ENSG00000252302	0	0	0	0	1	2
ENSG00000228308	22	0	8	4	19	4
ENSG00000231888	7	4	0	13	14	8
ENSG00000177565	5839	9109	8586	18743	18778	11841
ENSG00000231310	21	21	23	51	39	28
ENSG00000201343	24	26	11	63	25	15
ENSG00000200882	12	19	10	25	15	11
ENSG00000203645	0	0	0	2	28	1
ENSG00000236893	1	0	2	2	10	0
ENSG00000226782	0	0	0	0	11	6
ENSG00000228221	22	16	30	38	111	37
ENSG00000252028	0	0	2	0	3	0
ENSG00000236385	0	2	4	0	9	2
ENSG00000200288	0	0	0	0	3	0
ENSG00000228561	2	4	3	33	93	68
ENSG00000231574	2	4	0	10	48	21
ENSG00000225790	0	0	2	6	17	8
ENSG00000270321	0	0	0	0	0	2
ENSG00000199858	0	0	0	0	1	0
ENSG00000223930	1	0	2	4	33	8
ENSG00000197584	2	4	4	49	112	15
ENSG00000223941	2	0	0	4	3	12
ENSG00000252336	0	0	0	0	1	0
ENSG00000271131	2	0	0	2	0	7
ENSG00000237978	6	7	4	43	224	16
ENSG00000172667	1405	2133	2246	2061	1939	1234
ENSG00000200616	0	0	0	0	1	0
ENSG00000229102	2	0	0	1	19	4
ENSG00000121879	1617	3436	2632	4111	3406	2206
ENSG00000201957	0	2	0	15	12	6
ENSG00000272700	0	0	0	0	0	0
ENSG00000171121	33	18	16	28	26	23
ENSG00000240429	40	38	28	73	24	40
ENSG00000121864	577	900	686	1245	1065	694
ENSG00000273190	0	6	4	4	19	5
ENSG00000260743	2	16	16	4	28	17
ENSG00000171109	2433	4219	3359	4345	5136	3921
ENSG00000269728	305	385	261	611	468	203
ENSG00000242539	203	341	186	334	338	102
ENSG00000114450	1612	2233	1178	3005	2322	789
ENSG00000272699	14	22	6	12	16	12
ENSG00000239255	0	0	0	0	0	0
ENSG00000181260	4	7	4	9	22	10
ENSG00000136518	1036	828	850	3242	2319	1418
ENSG00000272910	2	8	14	10	25	6
ENSG00000272660	6	10	8	3	17	6
ENSG00000136522	622	883	936	1232	1107	855
ENSG00000136521	1172	2377	3053	2255	2280	1390
ENSG00000239096	0	6	2	2	6	3
ENSG00000213165	0	0	0	0	0	0
ENSG00000243977	0	0	7	4	3	1
ENSG00000058056	680	8010	12464	1158	1036	501
ENSG00000114757	16	265	21	197	163	42
ENSG00000270178	4	4	0	4	4	2
ENSG00000243799	0	7	0	2	20	2
ENSG00000244302	0	11	0	7	1	1
ENSG00000201822	0	0	0	4	4	0
ENSG00000213158	0	4	2	86	10	7
ENSG00000239880	0	8	0	85	19	4
ENSG00000241696	0	2	0	13	8	3
ENSG00000201810	0	0	0	0	4	0
ENSG00000239774	0	10	4	8	15	9
ENSG00000199986	0	0	0	2	0	3
ENSG00000241946	0	4	0	0	4	4
ENSG00000163728	1056	1116	1231	3322	2198	570
ENSG00000145075	137	565	212	286	209	91
ENSG00000243187	0	2	7	0	2	2
ENSG00000242811	0	0	0	2	1	3
ENSG00000242068	1	49	42	2	8	0
ENSG00000241473	0	0	4	6	8	7
ENSG00000239516	0	8	0	1	5	4
ENSG00000114416	2985	11586	15117	11731	7566	4765
ENSG00000213157	0	0	0	0	5	2
ENSG00000205981	510	718	988	797	817	374
ENSG00000242808	17	13	10	23	139	67
ENSG00000242140	0	0	0	0	0	0
ENSG00000206932	4	25	11	4	21	28
ENSG00000237806	0	0	0	1	12	5
ENSG00000241231	6	0	0	0	23	6
ENSG00000235294	0	0	4	4	18	11
ENSG00000239381	0	0	0	0	10	10
ENSG00000181449	2984	659	1537	496	1973	514
ENSG00000266317	0	0	0	0	0	0
ENSG00000199839	0	0	0	0	0	0
ENSG00000239805	0	0	0	0	7	0
ENSG00000213155	0	0	0	2	8	0
ENSG00000242512	100	98	280	39	538	86
ENSG00000252257	0	0	0	0	2	0
ENSG00000240478	0	0	0	0	2	2
ENSG00000242012	0	0	0	4	10	13
ENSG00000241098	4	1	0	10	23	9
ENSG00000244199	0	0	0	6	16	4
ENSG00000244247	5	2	2	5	8	10
ENSG00000228766	24	23	16	36	35	35
ENSG00000238837	34	18	7	35	57	35
ENSG00000243378	0	0	0	0	5	2
ENSG00000260377	44	34	68	12	38	70
ENSG00000240063	0	13	8	7	44	24
ENSG00000058063	8532	12694	8569	11135	12026	15759
ENSG00000270554	56	92	42	67	50	145
ENSG00000273261	14	38	13	52	34	33
ENSG00000043093	1923	3690	3169	3707	4343	2928
ENSG00000244346	12	19	22	34	20	12
ENSG00000078070	1262	1782	1235	1141	1781	732
ENSG00000243368	12	44	13	29	17	9
ENSG00000078081	262	363	316	1436	477	243
ENSG00000053524	72	220	133	229	356	258
ENSG00000176597	2376	6966	1853	7692	5139	5687
ENSG00000202502	26	12	10	19	10	10
ENSG00000240024	46	103	144	145	82	22
ENSG00000201229	24	39	79	38	20	4
ENSG00000253092	0	0	1	2	2	0
ENSG00000199363	0	0	0	0	0	0
ENSG00000251730	0	0	0	1	1	0
ENSG00000271682	0	0	0	0	7	5
ENSG00000172578	89	165	159	473	730	209
ENSG00000242522	0	2	3	12	13	3
ENSG00000243584	0	0	0	8	24	12
ENSG00000114796	1838	4694	5127	2823	4663	1201
ENSG00000163872	1684	1054	1443	4713	2757	1832
ENSG00000216166	0	0	0	0	0	0
ENSG00000233885	25	26	13	95	54	24
ENSG00000180834	38	134	130	155	166	59
ENSG00000175193	728	1015	1024	1575	1439	957
ENSG00000234371	0	0	0	0	11	9
ENSG00000263932	0	0	0	0	3	0
ENSG00000233441	0	6	2	18	35	21
ENSG00000114770	3226	4282	4872	3007	5013	2384
ENSG00000223882	6	10	29	8	23	11
ENSG00000223529	5	2	4	2	17	3
ENSG00000186090	0	0	0	9	35	19
ENSG00000178084	0	0	0	2	30	19
ENSG00000233576	0	0	0	5	28	15
ENSG00000207351	0	0	0	0	8	7
ENSG00000238020	0	0	0	0	7	3
ENSG00000186038	0	0	2	7	44	27
ENSG00000205955	0	0	0	6	18	11
ENSG00000273181	1	6	2	2	6	0
ENSG00000272721	8	8	2	5	14	11
ENSG00000145191	1760	2136	1984	1870	1083	967
ENSG00000228205	74	46	35	27	35	23
ENSG00000161202	2944	2762	2488	5386	3226	2759
ENSG00000161203	5701	5033	5767	13506	7876	6985
ENSG00000161204	1927	1834	2014	2414	2378	1747
ENSG00000145198	2	23	9	41	75	44
ENSG00000221120	0	0	0	0	0	0
ENSG00000214160	732	568	579	2426	1771	819
ENSG00000145194	166	200	228	470	659	348
ENSG00000163888	1	0	0	22	27	14
ENSG00000175166	6537	9822	9954	30852	13134	11531
ENSG00000114867	21494	21938	22788	28635	15186	18820
ENSG00000212158	0	0	2	4	5	1
ENSG00000175182	484	795	672	1202	411	747
ENSG00000114859	165	132	140	392	201	174
ENSG00000163882	878	1057	914	1870	1211	1260
ENSG00000090534	8	15	16	4	20	18
ENSG00000090539	60	255	246	125	84	73
ENSG00000224153	0	0	0	0	22	17
ENSG00000227509	0	6	2	4	4	10
ENSG00000230215	0	0	0	0	6	5
ENSG00000182580	1865	2106	1479	1778	1450	2699
ENSG00000177383	447	802	833	957	1442	876
ENSG00000272970	6	6	8	4	23	5
ENSG00000273403	0	6	4	4	11	9
ENSG00000272922	0	0	0	0	8	7
ENSG00000229433	0	6	8	4	52	35
ENSG00000156931	1772	2802	3186	3593	3343	2659
ENSG00000187068	206	150	159	70	174	84
ENSG00000223358	0	0	0	0	19	12
ENSG00000113790	497	428	408	1095	990	931
ENSG00000229704	20	0	4	11	8	8
ENSG00000264614	0	0	4	0	6	0
ENSG00000073803	706	931	857	2459	2081	1438
ENSG00000229638	515	838	718	620	801	478
ENSG00000239146	0	0	4	0	1	0
ENSG00000163900	825	1077	1029	2015	1301	860
ENSG00000163898	964	396	110	88	292	94
ENSG00000163904	1182	2124	1573	2374	1784	1349
ENSG00000236489	2	18	8	21	6	2
ENSG00000073792	316	179	433	6718	852	1126
ENSG00000163915	6	18	14	474	85	77
ENSG00000265470	3	5	2	16	4	4
ENSG00000136527	5426	8524	5102	9375	7121	4073
ENSG00000171658	172	90	121	301	1242	154
ENSG00000266670	4	0	4	9	9	5
ENSG00000244405	258	692	401	1153	1261	168
ENSG00000234197	2	16	2	16	15	5
ENSG00000058866	81	256	172	75	573	80
ENSG00000234548	0	0	0	0	17	7
ENSG00000224406	0	0	0	2	25	19
ENSG00000226859	0	0	0	2	14	7
ENSG00000213139	50	128	36	85	94	23
ENSG00000113838	372	550	487	797	785	487
ENSG00000090520	1886	2543	2313	7636	4285	2563
ENSG00000145192	4	0	0	0	56	12
ENSG00000090512	1564	495	163	8	1271	17
ENSG00000236524	37	1	4	0	25	6
ENSG00000113905	2	4	0	6	56	34
ENSG00000225175	0	0	0	2	14	17
ENSG00000226724	0	0	0	0	13	11
ENSG00000197099	0	0	1	3	38	15
ENSG00000113889	0	0	0	3	40	16
ENSG00000226652	0	0	9	15	31	14
ENSG00000207505	0	0	0	0	1	0
ENSG00000230951	4	0	0	0	16	11
ENSG00000263826	164	146	88	89	91	50
ENSG00000156976	7624	12541	11360	9553	5327	4185
ENSG00000238942	0	0	0	0	0	0
ENSG00000200418	0	0	0	0	0	0
ENSG00000221420	0	0	0	0	0	0
ENSG00000200320	0	0	0	0	0	0
ENSG00000263776	0	0	0	0	0	0
ENSG00000163918	233	210	244	905	448	376
ENSG00000231724	0	0	0	4	20	5
ENSG00000232233	0	0	0	6	21	14
ENSG00000231982	4	1	0	3	14	2
ENSG00000181092	477	277	282	2	26	13
ENSG00000226482	6	0	0	4	29	25
ENSG00000223803	718	769	548	1084	994	384
ENSG00000233565	0	0	0	0	6	5
ENSG00000073849	1601	1727	1770	1987	788	200
ENSG00000203632	41	37	39	39	28	10
ENSG00000163923	56	100	54	41	25	12
ENSG00000198491	7	6	0	2	28	9
ENSG00000175077	0	2	4	0	27	10
ENSG00000127241	93	375	116	229	404	603
ENSG00000136514	65	102	86	220	143	118
ENSG00000239093	0	0	0	0	7	6
ENSG00000228952	0	0	0	0	5	0
ENSG00000157005	0	0	0	2	4	26
ENSG00000198471	0	4	0	4	12	7
ENSG00000228804	1	14	22	9	9	3
ENSG00000113916	1270	2804	3069	2196	2576	987
ENSG00000223401	53	107	108	45	65	5
ENSG00000224049	0	2	0	0	10	4
ENSG00000236864	0	0	0	0	2	4
ENSG00000224187	0	0	2	0	11	6
ENSG00000225058	2	4	0	0	5	0
ENSG00000236412	0	0	0	0	20	9
ENSG00000234238	0	0	0	0	18	6
ENSG00000270959	75	109	50	46	60	41
ENSG00000145012	7830	13151	11190	20283	15220	9425
ENSG00000213132	51	96	24	151	69	33
ENSG00000224563	2	32	8	81	33	10
ENSG00000264114	2	19	8	11	4	3
ENSG00000207651	0	6	0	8	9	1
ENSG00000234076	7	9	2	29	13	42
ENSG00000188001	1970	1743	1794	1852	531	1594
ENSG00000236182	0	0	2	2	12	7
ENSG00000230115	10	4	6	6	12	14
ENSG00000073282	11539	13149	14316	42902	44225	48381
ENSG00000227971	0	7	17	1	2	1
ENSG00000216058	14	13	15	72	66	76
ENSG00000090530	1147	1268	976	8728	482	6598
ENSG00000230077	18	4	1	18	7	27
ENSG00000265045	0	2	0	0	0	0
ENSG00000225764	0	1	2	14	11	26
ENSG00000252733	0	0	0	0	0	0
ENSG00000212489	0	0	0	0	0	2
ENSG00000238077	0	0	6	2	7	14
ENSG00000163347	4974	3190	1758	4693	2675	8227
ENSG00000113946	28	15	8	68	56	48
ENSG00000198398	0	0	0	9	23	18
ENSG00000196083	1423	2493	1665	13009	4372	3417
ENSG00000231047	6	16	4	101	22	19
ENSG00000223117	9	15	4	73	21	16
ENSG00000273370	0	0	0	0	4	0
ENSG00000228730	0	0	0	0	4	7
ENSG00000232610	0	0	0	2	8	1
ENSG00000214147	0	0	0	0	40	0
ENSG00000205835	0	0	0	6	37	24
ENSG00000188729	15	31	32	0	18	12
ENSG00000233308	2	0	0	4	13	6
ENSG00000188958	3	16	5	33	71	15
ENSG00000152492	1404	3266	2332	7083	2924	1381
ENSG00000253548	0	0	0	0	0	5
ENSG00000223812	0	0	0	3	13	70
ENSG00000201860	0	0	0	1	0	0
ENSG00000200270	0	0	0	0	1	1
ENSG00000237653	0	0	0	0	8	4
ENSG00000216020	0	0	0	0	4	0
ENSG00000232353	2	0	0	3	13	9
ENSG00000222583	0	0	0	0	0	0
ENSG00000114279	83	68	32	32	86	117
ENSG00000231383	1	2	2	0	16	7
ENSG00000230126	4	7	5	2	5	4
ENSG00000226709	2	0	0	2	4	3
ENSG00000238902	0	0	0	0	0	0
ENSG00000200184	0	0	0	0	2	0
ENSG00000180611	166	300	208	1168	521	345
ENSG00000232130	0	0	0	0	4	1
ENSG00000236229	8	14	10	22	25	8
ENSG00000127252	132	243	279	1	14	16
ENSG00000187527	311	38	22	3	113	43
ENSG00000236508	6	2	1	0	5	5
ENSG00000127249	5126	2820	3650	60	571	61
ENSG00000225473	38	4	33	0	10	3
ENSG00000236297	0	2	4	1	3	7
ENSG00000198836	3210	5476	5363	7850	6221	3513
ENSG00000224855	18	18	23	37	22	6
ENSG00000207370	22	38	35	45	13	12
ENSG00000243991	0	0	0	0	7	1
ENSG00000223986	0	0	0	0	7	4
ENSG00000229155	14	4	2	4	12	9
ENSG00000214146	14	2	37	35	25	19
ENSG00000238043	2	0	0	7	10	7
ENSG00000224403	2	4	0	2	2	5
ENSG00000230102	74	15	59	29	153	42
ENSG00000229964	0	0	2	3	7	5
ENSG00000232874	0	3	2	18	4	0
ENSG00000114315	2883	1431	2176	1860	1306	979
ENSG00000242201	4	0	0	0	6	5
ENSG00000225742	24	12	2	0	13	7
ENSG00000238097	0	0	0	4	28	18
ENSG00000228271	0	1	2	8	46	14
ENSG00000214145	44	24	78	47	98	122
ENSG00000178772	2	2	0	5	45	16
ENSG00000172061	56	366	610	189	655	485
ENSG00000178732	2	4	2	4	34	39
ENSG00000133657	2757	4764	4192	29519	9206	7319
ENSG00000271483	0	15	8	54	15	13
ENSG00000233058	4	11	16	60	79	13
ENSG00000244675	0	2	2	716	345	222
ENSG00000252053	0	0	0	0	1	2
ENSG00000232873	0	0	0	12	21	17
ENSG00000231770	74	111	56	164	274	100
ENSG00000145014	219	199	188	749	260	235
ENSG00000229334	22	16	8	45	25	19
ENSG00000272707	0	2	6	0	4	5
ENSG00000041802	1616	2090	1982	3730	3565	1864
ENSG00000266447	9	18	9	12	29	3
ENSG00000221718	0	2	1	1	9	2
ENSG00000185112	1395	3695	2425	972	2321	1469
ENSG00000233987	0	0	0	1	17	4
ENSG00000237222	1	2	0	0	74	25
ENSG00000234805	4	0	0	8	12	4
ENSG00000230401	0	0	0	3	18	9
ENSG00000238031	0	0	0	0	6	6
ENSG00000173950	833	976	751	1090	1059	861
ENSG00000233303	12	1	1	13	18	1
ENSG00000265333	0	0	0	2	1	0
ENSG00000244314	1	8	4	8	4	2
ENSG00000230266	6	14	18	11	13	18
ENSG00000206600	2	0	0	0	0	2
ENSG00000114331	5120	6929	4227	7896	7763	4829
ENSG00000229325	25	40	38	45	54	24
ENSG00000227433	6	12	2	18	6	12
ENSG00000207368	1	7	3	16	3	8
ENSG00000184203	1909	4492	3812	4459	2799	2373
ENSG00000252620	15	6	9	35	10	14
ENSG00000223711	5	15	7	10	9	6
ENSG00000236844	0	2	0	2	2	3
ENSG00000236425	0	2	0	0	4	4
ENSG00000189058	3182	3591	2914	78	52	16
ENSG00000224769	412	35	86	37	116	12
ENSG00000272792	6	0	0	9	10	0
ENSG00000271662	13	4	4	43	33	4
ENSG00000229178	14	6	4	24	58	18
ENSG00000242086	939	681	954	1933	698	220
ENSG00000215837	0	0	0	0	0	0
ENSG00000207650	24	39	43	143	46	13
ENSG00000176945	1159	190	297	97	246	71
ENSG00000145113	1870	102	445	233	847	169
ENSG00000223783	76	0	8	6	31	10
ENSG00000235836	0	0	0	4	8	4
ENSG00000061938	1375	1551	2190	3486	1380	1026
ENSG00000224614	45	29	14	125	59	31
ENSG00000226155	0	9	0	4	5	5
ENSG00000273009	0	0	0	0	1	2
ENSG00000266730	0	2	0	1	7	3
ENSG00000239122	0	0	1	0	5	0
ENSG00000231443	11	6	13	20	14	14
ENSG00000260261	69	40	38	124	55	29
ENSG00000185485	771	694	666	2336	543	283
ENSG00000231464	7	0	0	10	18	6
ENSG00000072274	5380	6102	6408	8138	25216	6502
ENSG00000228413	4	2	9	6	16	0
ENSG00000252174	4	8	13	11	5	10
ENSG00000224652	43	22	18	15	68	16
ENSG00000163958	4	0	0	19	47	21
ENSG00000222335	0	0	0	0	4	1
ENSG00000163959	158	275	244	109	337	146
ENSG00000161217	2761	3576	4542	5106	5706	3943
ENSG00000272741	0	0	0	0	0	0
ENSG00000228028	4	5	2	25	14	21
ENSG00000213123	13	42	18	73	65	104
ENSG00000237418	3	0	2	3	6	4
ENSG00000273331	0	0	0	1	3	0
ENSG00000235897	12	9	22	100	245	59
ENSG00000145107	23	17	31	125	456	80
ENSG00000212146	0	0	0	4	2	1
ENSG00000163960	2798	3972	2959	8861	5129	4224
ENSG00000206644	3	2	1	2	3	0
ENSG00000241868	0	4	4	16	4	2
ENSG00000243339	4	1	2	5	4	10
ENSG00000226345	0	0	0	9	12	6
ENSG00000225822	30	21	18	53	30	16
ENSG00000225240	0	1	2	0	8	0
ENSG00000163961	2038	4215	3016	6421	4597	2636
ENSG00000273013	0	4	8	9	0	1
ENSG00000214097	4	170	1042	4	24	8
ENSG00000213358	0	0	0	3	6	9
ENSG00000225770	0	2	0	0	4	1
ENSG00000185798	236	304	298	816	636	569
ENSG00000174013	979	1510	1712	3667	2608	2567
ENSG00000232065	0	6	2	12	15	7
ENSG00000174004	78	97	134	59	63	22
ENSG00000163964	698	695	903	2374	1262	544
ENSG00000174007	98	80	99	162	189	56
ENSG00000201441	0	0	0	0	6	0
ENSG00000180370	3403	4786	4721	13811	6148	4668
ENSG00000272359	3	2	4	9	6	1
ENSG00000206892	0	0	3	10	10	7
ENSG00000119231	2085	3246	2502	6515	3775	2320
ENSG00000230732	22	53	20	89	34	44
ENSG00000114503	1448	1411	1514	3764	2844	1697
ENSG00000225578	10	11	2	13	13	9
ENSG00000270170	402	662	678	1179	600	510
ENSG00000119227	184	118	129	93	86	40
ENSG00000233487	4	4	0	15	8	0
ENSG00000163975	392	238	137	3209	294	170
ENSG00000228109	53	28	17	148	34	9
ENSG00000075711	5523	5106	4527	9582	5864	7552
ENSG00000265850	2	0	2	7	0	4
ENSG00000227375	13	7	19	33	21	38
ENSG00000238491	0	0	0	0	0	0
ENSG00000235126	2	0	0	3	26	22
ENSG00000229912	1	2	0	10	30	8
ENSG00000237167	2	4	2	4	11	20
ENSG00000272989	0	0	0	0	0	1
ENSG00000250443	0	0	0	0	0	0
ENSG00000161267	2726	1454	2078	1427	1943	3580
ENSG00000214135	616	529	751	1544	522	358
ENSG00000213519	6	16	12	0	0	4
ENSG00000249626	16	29	20	30	29	30
ENSG00000273308	12	0	4	12	7	5
ENSG00000236833	1	1	0	3	7	3
ENSG00000145016	1660	1689	1203	3147	1178	1542
ENSG00000216042	0	0	0	0	0	0
ENSG00000122068	3370	5669	6439	7288	6717	6113
ENSG00000273375	4	36	11	10	12	31
ENSG00000186001	1462	1575	1575	2984	1754	953
ENSG00000234136	8	11	4	28	27	14
ENSG00000234742	104	175	164	186	130	67
ENSG00000114473	255	257	316	501	701	254
ENSG00000199306	0	0	0	2	3	1
ENSG00000182899	10498	13507	11489	20338	13291	10507
ENSG00000185621	529	527	540	833	783	401
ENSG00000201622	0	4	2	4	2	0
ENSG00000232832	0	2	0	0	0	2
ENSG00000226435	0	7	0	5	28	23
ENSG00000212297	0	0	0	0	0	0
ENSG00000232783	0	0	0	4	10	14
ENSG00000213113	0	2	0	1	27	6
ENSG00000236246	0	0	0	3	22	4
ENSG00000236438	256	226	157	129	130	36
ENSG00000222792	0	0	0	0	0	2
ENSG00000230304	0	0	2	2	0	4
ENSG00000226008	0	0	0	0	0	0
ENSG00000248302	0	0	0	6	14	20
ENSG00000197701	108	90	91	12	160	49
ENSG00000207643	6	13	7	0	20	2
ENSG00000255436	0	0	0	0	0	0
ENSG00000250238	6	0	0	0	7	1
ENSG00000256143	14	0	2	22	13	4
ENSG00000250312	184	134	176	502	375	48
ENSG00000211553	10	4	9	60	14	8
ENSG00000250892	4	7	15	20	15	2
ENSG00000198155	45	53	62	52	43	14
ENSG00000252616	0	2	0	0	2	0
ENSG00000251188	2	12	6	4	5	0
ENSG00000251689	0	0	0	2	7	0
ENSG00000186777	54	11	8	12	27	7
ENSG00000251535	6	12	18	13	7	4
ENSG00000131127	635	528	691	639	706	179
ENSG00000248564	9	14	12	19	2	6
ENSG00000250321	337	409	338	212	408	255
ENSG00000207642	2	2	0	1	14	0
ENSG00000249025	0	0	0	2	1	2
ENSG00000211482	0	0	2	3	3	1
ENSG00000272885	4	4	3	6	7	4
ENSG00000251595	22	10	55	52	38	2
ENSG00000182903	1158	1937	1612	2050	1523	511
ENSG00000252150	8	13	11	23	8	2
ENSG00000174227	1423	1178	995	4388	1827	645
ENSG00000273238	0	0	0	0	5	0
ENSG00000263386	0	0	0	0	0	0
ENSG00000133256	54	47	5	43	84	26
ENSG00000242686	0	2	0	0	4	3
ENSG00000272927	6	0	0	5	4	0
ENSG00000169020	999	1167	1557	1155	1611	443
ENSG00000215375	548	589	282	179	292	94
ENSG00000169026	615	254	222	58	64	18
ENSG00000185619	2612	2857	2428	3941	4532	1029
ENSG00000248416	2	2	0	10	14	11
ENSG00000272588	14	14	14	28	26	4
ENSG00000249592	48	58	66	131	83	19
ENSG00000233799	2	4	4	9	2	2
ENSG00000168993	47	31	82	38	38	17
ENSG00000260262	0	0	2	4	9	0
ENSG00000178950	4307	3170	2953	5794	3530	1331
ENSG00000127419	437	419	422	842	334	202
ENSG00000145214	813	951	593	2338	683	282
ENSG00000145217	210	66	119	136	132	18
ENSG00000127415	366	372	218	292	251	48
ENSG00000127418	292	308	538	890	479	154
ENSG00000250259	4	1	0	0	4	2
ENSG00000178222	61	59	38	21	154	25
ENSG00000251639	0	2	4	3	7	3
ENSG00000251652	4	6	0	0	16	5
ENSG00000215367	9	20	12	8	11	2
ENSG00000212458	4	6	6	0	12	4
ENSG00000227189	17	20	10	8	24	2
ENSG00000159674	1536	1583	2995	3446	4948	945
ENSG00000273179	65	6	51	77	43	8
ENSG00000159692	3869	3418	3970	5304	3229	1463
ENSG00000196810	445	425	459	563	426	169
ENSG00000090316	2551	2358	2571	4278	3895	1667
ENSG00000163945	809	588	557	1441	622	264
ENSG00000254094	12	1	1	29	10	2
ENSG00000253399	8	8	6	27	5	6
ENSG00000179979	302	194	234	287	304	176
ENSG00000235608	1	0	0	1	9	10
ENSG00000272783	6	28	6	9	5	3
ENSG00000244459	6	2	17	38	13	2
ENSG00000174137	57	42	43	81	86	28
ENSG00000207009	0	0	0	0	2	6
ENSG00000163950	1143	1469	1345	2957	2343	857
ENSG00000270195	4	10	7	24	26	6
ENSG00000168936	1329	1379	1749	1902	1990	401
ENSG00000013810	617	354	433	2734	1282	460
ENSG00000218422	28	22	31	95	24	13
ENSG00000068078	12337	12953	13048	5756	5371	2017
ENSG00000168924	4865	4577	4474	5938	4805	1654
ENSG00000240455	0	0	0	0	6	4
ENSG00000109685	2401	1882	2004	10864	3324	1411
ENSG00000183504	0	0	2	13	3	0
ENSG00000249784	26	40	33	154	117	78
ENSG00000185049	961	942	675	1037	747	330
ENSG00000216105	0	0	0	0	0	0
ENSG00000243449	46	39	62	164	368	22
ENSG00000185818	87	242	263	47	80	21
ENSG00000130997	32	76	69	222	168	38
ENSG00000249006	0	0	2	11	19	6
ENSG00000250623	0	0	0	2	13	3
ENSG00000214367	639	690	763	1400	817	332
ENSG00000249047	0	4	7	10	11	0
ENSG00000123933	1896	2224	2222	2226	2652	953
ENSG00000265080	0	0	0	0	0	0
ENSG00000159733	308	423	683	230	187	172
ENSG00000251148	3	2	11	0	15	2
ENSG00000239247	2	2	3	0	6	2
ENSG00000249077	6	4	12	2	8	1
ENSG00000206113	10	2	4	16	65	13
ENSG00000249428	0	2	2	16	20	8
ENSG00000063978	1589	1832	1445	3853	2777	937
ENSG00000248399	0	0	0	4	0	2
ENSG00000251229	15	4	8	53	26	6
ENSG00000248155	4	6	8	14	13	0
ENSG00000206738	2	8	2	1	8	4
ENSG00000125386	1363	1461	1272	1966	1110	422
ENSG00000168884	1083	1158	1453	2934	1625	692
ENSG00000087266	1832	1823	1970	5384	3229	1308
ENSG00000087274	5495	5964	5665	7275	4182	2051
ENSG00000109736	461	392	485	4596	765	453
ENSG00000249673	387	575	328	2125	1285	591
ENSG00000087269	1291	1648	1352	3077	1571	750
